sample_id,campaign,timestamp,Pt_percent,Ru_percent,Ir_percent,overpotential_V,tafel_slope_mV_dec,exchange_current_A_cm2,charge_transfer_resistance_Ohm_cm2,surface_area_m2_g,temperature_C,pH,replicate_std,measurement_quality,operator,instrument_id
CAT-03-082,3,2025-03-07 18:00:00,43.6,39.0,17.4,0.3175,77.1,2.8910820925747345e-05,33.22,94.8,24.9,0.91,0.0152,1,Alice,POTENTIOSTAT-03
CAT-03-083,3,2025-03-07 20:00:00,51.4,22.8,25.7,,,,108.95,118.6,25.01,0.99,0.0219,0,Charlie,POTENTIOSTAT-03
CAT-03-084,3,2025-03-07 22:00:00,66.9,29.0,4.1,,,,14.38,95.3,25.02,1.1,0.0107,0,Alice,POTENTIOSTAT-03
CAT-03-085,3,2025-03-08 00:00:00,46.8,31.8,21.4,,,,76.13,110.7,24.99,0.86,0.02,0,Charlie,POTENTIOSTAT-03
CAT-03-086,3,2025-03-08 02:00:00,42.2,21.0,36.8,0.2671,30.0,1.840264407791639e-05,54.89,115.9,24.92,1.01,0.0224,1,Alice,POTENTIOSTAT-03
CAT-03-087,3,2025-03-08 04:00:00,53.2,14.4,32.3,0.2758,30.0,2.591246769738337e-05,32.56,78.9,25.04,1.09,0.0073,1,Bob,POTENTIOSTAT-03
CAT-03-088,3,2025-03-08 06:00:00,70.6,16.2,13.2,0.2337,42.5,2.1372879506132075e-05,41.23,96.2,25.01,0.99,0.0174,1,Bob,POTENTIOSTAT-03
CAT-03-089,3,2025-03-08 08:00:00,56.5,19.4,24.1,0.2613,30.0,8.265369785105217e-06,145.1,108.2,25.03,1.07,0.0116,1,Charlie,POTENTIOSTAT-03
CAT-03-090,3,2025-03-08 10:00:00,66.1,29.1,4.8,0.2559,30.0,3.3476945425086772e-06,303.66,68.5,25.06,0.97,0.0231,1,Bob,POTENTIOSTAT-03
CAT-03-091,3,2025-03-08 12:00:00,63.2,21.9,14.9,0.2262,78.8,6.717204029494842e-05,13.6,60.9,24.97,1.02,0.0097,1,Charlie,POTENTIOSTAT-03
CAT-03-092,3,2025-03-08 14:00:00,40.9,10.2,48.9,,,,31.74,115.7,24.95,1.04,0.0273,0,Charlie,POTENTIOSTAT-03
CAT-03-093,3,2025-03-08 16:00:00,79.5,25.7,-5.2,0.2509,89.0,2.741253809141202e-06,432.88,98.1,25.11,0.94,0.0158,1,Bob,POTENTIOSTAT-03
CAT-03-094,3,2025-03-08 18:00:00,41.7,37.6,20.7,,,,146.24,57.6,24.92,1.2,0.01,0,Charlie,POTENTIOSTAT-03
CAT-03-095,3,2025-03-08 20:00:00,78.7,34.4,-13.1,0.223,68.1,2.7771012248771844e-05,32.56,75.9,24.95,1.06,0.016,1,Bob,POTENTIOSTAT-03
CAT-03-096,3,2025-03-08 22:00:00,62.0,34.8,3.2,0.2391,109.4,3.492192224121669e-05,32.51,103.7,25.12,1.13,0.0152,1,Alice,POTENTIOSTAT-03
CAT-03-097,3,2025-03-09 00:00:00,78.5,33.9,-12.4,,,,244.68,83.8,24.95,1.11,0.0157,0,Alice,POTENTIOSTAT-03
CAT-03-098,3,2025-03-09 02:00:00,44.6,19.7,35.7,0.2786,86.0,1.5782001508514128e-05,68.1,92.0,24.99,1.03,0.0196,1,Bob,POTENTIOSTAT-03
CAT-03-099,3,2025-03-09 04:00:00,59.6,33.0,7.4,0.2571,50.6,3.594591274274675e-05,32.19,100.3,24.96,1.14,0.018,1,Bob,POTENTIOSTAT-03
CAT-03-100,3,2025-03-09 06:00:00,46.8,14.3,38.9,0.2705,136.8,1.2111708487096649e-05,88.82,89.8,24.82,1.02,0.0087,1,Bob,POTENTIOSTAT-03
CAT-03-101,3,2025-03-09 08:00:00,42.0,29.7,28.2,0.2978,48.6,2.149757352695496e-05,42.49,83.2,24.99,0.93,0.0066,1,Bob,POTENTIOSTAT-03
CAT-03-102,3,2025-03-09 10:00:00,64.7,29.2,6.1,0.2999,43.7,9.045129362435632e-06,119.13,100.0,24.9,1.0,0.0232,1,Alice,POTENTIOSTAT-03
CAT-03-103,3,2025-03-09 12:00:00,48.3,10.8,40.9,0.2577,72.3,5.485216278046496e-05,16.81,98.2,25.03,0.9,0.019,1,Charlie,POTENTIOSTAT-03
CAT-03-104,3,2025-03-09 14:00:00,63.5,33.6,2.9,0.2878,53.6,6.680201259554521e-06,165.22,90.4,25.11,0.79,0.014,1,Charlie,POTENTIOSTAT-03
CAT-03-105,3,2025-03-09 16:00:00,44.5,37.1,18.4,0.3305,37.6,3.697419430411494e-06,283.41,68.8,24.78,0.91,0.0252,1,Alice,POTENTIOSTAT-03
CAT-03-106,3,2025-03-09 18:00:00,53.3,18.0,28.7,0.2763,30.7,1.827647306296361e-05,45.47,72.5,24.96,1.01,0.0147,1,Charlie,POTENTIOSTAT-03
CAT-03-107,3,2025-03-09 20:00:00,71.3,34.4,-5.6,0.2372,103.1,4.06365671831482e-06,247.35,117.6,25.05,1.11,0.0249,1,Alice,POTENTIOSTAT-03
CAT-03-108,3,2025-03-09 22:00:00,57.5,12.5,30.0,0.2206,30.0,2.024389904837311e-06,463.01,49.0,24.78,0.91,0.0126,1,Charlie,POTENTIOSTAT-03
CAT-03-109,3,2025-03-10 00:00:00,65.1,28.0,6.9,,,,13.89,61.5,25.13,1.1,0.0068,0,Bob,POTENTIOSTAT-03
CAT-03-110,3,2025-03-10 02:00:00,65.9,24.6,9.5,0.2634,91.3,6.04076615517268e-06,172.31,79.4,25.04,0.88,0.0283,1,Bob,POTENTIOSTAT-03
CAT-03-111,3,2025-03-10 04:00:00,73.8,26.4,-0.1,0.2644,92.8,4.022152852714778e-06,230.95,106.9,25.11,0.91,0.0149,1,Bob,POTENTIOSTAT-03
CAT-03-112,3,2025-03-10 06:00:00,53.0,37.8,9.2,0.2631,41.6,7.378058155023697e-06,150.55,53.1,24.94,1.14,0.0248,1,Alice,POTENTIOSTAT-03
CAT-03-113,3,2025-03-10 08:00:00,67.5,36.1,-3.6,,,,109.3,62.2,24.96,1.0,0.012,0,Alice,POTENTIOSTAT-03
CAT-03-114,3,2025-03-10 10:00:00,78.5,33.6,-12.0,0.2074,47.1,2.0608461217175945e-05,51.64,45.3,24.98,0.98,0.0212,1,Charlie,POTENTIOSTAT-03
CAT-03-115,3,2025-03-10 12:00:00,69.2,18.2,12.6,0.2174,30.0,6.584351107325092e-06,170.66,96.5,25.21,1.02,0.0268,1,Charlie,POTENTIOSTAT-03
CAT-03-116,3,2025-03-10 14:00:00,59.6,37.4,3.1,0.2811,75.9,3.068859455257887e-05,34.84,59.1,25.13,0.88,0.006,1,Charlie,POTENTIOSTAT-03
CAT-03-117,3,2025-03-10 16:00:00,65.2,12.9,21.8,0.2184,60.3,4.857461218778842e-05,20.56,71.1,25.01,0.97,0.0258,1,Alice,POTENTIOSTAT-03
CAT-03-118,3,2025-03-10 18:00:00,69.6,35.6,-5.2,0.23,102.5,5.041274955917774e-06,234.09,75.5,25.03,1.0,0.0193,1,Charlie,POTENTIOSTAT-03
CAT-03-119,3,2025-03-10 20:00:00,64.5,19.8,15.7,0.2572,34.9,9.473233555763871e-06,97.11,111.3,25.06,1.12,0.0202,1,Bob,POTENTIOSTAT-03
CAT-03-120,3,2025-03-10 22:00:00,40.7,11.6,47.7,,,,88.37,72.9,25.24,0.83,0.0181,1,Charlie,POTENTIOSTAT-03
CAT-03-121,3,2025-03-11 00:00:00,47.8,30.1,22.1,,,,71.5,51.6,25.04,1.18,0.0269,0,Bob,POTENTIOSTAT-03
CAT-03-122,3,2025-03-11 02:00:00,72.4,16.9,10.6,0.2095,60.5,8.363978524128973e-05,9.72,81.9,25.0,0.99,0.0061,1,Alice,POTENTIOSTAT-03
CAT-03-123,3,2025-03-11 04:00:00,50.9,17.3,31.8,0.2913,30.0,6.130472350416703e-05,19.27,117.0,24.97,0.89,0.0115,1,Bob,POTENTIOSTAT-03
CAT-03-124,3,2025-03-11 06:00:00,69.3,19.2,11.6,0.2303,43.9,0.0003879341145471033,2.28,88.6,25.02,0.87,0.0269,1,Bob,POTENTIOSTAT-03
CAT-03-125,3,2025-03-11 08:00:00,54.9,11.9,33.2,,,,956.69,118.7,24.94,1.03,0.0238,0,Bob,POTENTIOSTAT-03
CAT-03-126,3,2025-03-11 10:00:00,60.9,15.3,23.8,,,,159.06,107.3,25.05,0.87,0.0054,0,Alice,POTENTIOSTAT-03
CAT-03-127,3,2025-03-11 12:00:00,42.7,10.2,47.1,0.2283,80.1,0.00017795474131039363,4.98,42.9,24.86,0.94,0.0179,1,Alice,POTENTIOSTAT-03
CAT-03-128,3,2025-03-11 14:00:00,47.2,23.4,29.4,0.2319,56.6,2.728386256244674e-06,384.29,92.7,24.97,0.98,0.0182,1,Alice,POTENTIOSTAT-03
CAT-03-129,3,2025-03-11 16:00:00,78.3,12.5,9.2,0.2185,52.5,0.00018135695520841438,4.52,62.9,25.07,1.11,0.015,1,Alice,POTENTIOSTAT-03
CAT-03-130,3,2025-03-11 18:00:00,75.6,30.5,-6.1,0.2547,30.0,2.3131424648304977e-05,42.95,84.8,25.04,1.1,0.0124,1,Charlie,POTENTIOSTAT-03
CAT-03-131,3,2025-03-11 20:00:00,66.1,17.1,16.8,0.2187,83.0,2.8493510468665537e-05,28.28,62.3,24.95,0.94,0.022,1,Alice,POTENTIOSTAT-03
CAT-03-132,3,2025-03-11 22:00:00,58.4,38.3,3.3,0.3139,92.5,3.406773071807642e-06,342.98,67.9,24.98,0.98,0.0102,1,Bob,POTENTIOSTAT-03
CAT-03-133,3,2025-03-12 00:00:00,67.0,36.1,-3.2,0.2849,31.3,1.010829455276039e-05,117.77,113.9,25.1,0.84,0.025,1,Alice,POTENTIOSTAT-03
CAT-03-134,3,2025-03-12 02:00:00,64.7,18.7,16.6,0.2432,54.1,0.0001539527857066391,5.77,56.5,24.88,0.8,0.0251,1,Charlie,POTENTIOSTAT-03
CAT-03-135,3,2025-03-12 04:00:00,62.7,33.5,3.8,0.2688,50.3,1.7321839126104057e-05,50.99,109.9,24.88,0.88,0.0154,1,Charlie,POTENTIOSTAT-03
CAT-03-136,3,2025-03-12 06:00:00,42.4,34.1,23.5,0.3165,72.8,8.803930076980312e-06,125.11,42.4,24.91,1.11,0.0121,1,Charlie,POTENTIOSTAT-03
CAT-03-137,3,2025-03-12 08:00:00,65.3,39.6,-4.9,0.2964,43.6,2.5708562804581644e-05,35.06,47.3,25.0,1.08,0.0121,1,Bob,POTENTIOSTAT-03
CAT-03-138,3,2025-03-12 10:00:00,70.8,27.9,1.3,0.2499,87.4,1.599722159331946e-05,72.39,108.4,24.86,1.04,0.0171,1,Alice,POTENTIOSTAT-03
CAT-03-139,3,2025-03-12 12:00:00,79.8,12.5,7.8,0.2064,61.2,3.629718849195317e-05,28.37,90.4,25.1,0.85,0.023,1,Alice,POTENTIOSTAT-03
CAT-03-140,3,2025-03-12 14:00:00,40.4,29.4,30.2,0.3114,30.0,5.653652448952266e-06,166.32,99.8,24.91,0.93,0.014,1,Alice,POTENTIOSTAT-03
CAT-03-141,3,2025-03-12 16:00:00,69.2,28.7,2.0,0.2514,72.8,1.8136141587128924e-05,62.48,56.8,25.02,0.91,0.0203,1,Bob,POTENTIOSTAT-03
CAT-03-142,3,2025-03-12 18:00:00,62.9,29.2,8.0,0.2724,89.6,8.603675820577991e-06,115.92,83.0,24.94,0.98,0.0146,1,Bob,POTENTIOSTAT-03
CAT-03-143,3,2025-03-12 20:00:00,57.4,19.2,23.4,0.2227,30.0,2.8353507054816337e-06,410.76,99.0,24.99,0.98,0.0126,1,Charlie,POTENTIOSTAT-03
CAT-03-144,3,2025-03-12 22:00:00,45.1,35.8,19.1,0.3023,72.3,2.730852808465175e-05,42.89,90.2,24.84,0.9,0.0056,1,Charlie,POTENTIOSTAT-03
CAT-03-145,3,2025-03-13 00:00:00,56.4,38.8,4.9,0.2851,114.7,4.101564318281326e-06,211.18,77.7,25.1,1.03,0.0051,1,Alice,POTENTIOSTAT-03
CAT-03-146,3,2025-03-13 02:00:00,54.2,16.5,29.3,0.2567,62.9,1.6001450658145168e-05,50.05,116.8,24.9,1.02,0.0107,1,Bob,POTENTIOSTAT-03
CAT-03-147,3,2025-03-13 04:00:00,52.1,12.6,35.2,,,,23.08,94.1,24.89,0.93,0.0152,0,Bob,POTENTIOSTAT-03
CAT-03-148,3,2025-03-13 06:00:00,69.2,15.8,14.9,0.2662,46.4,3.301369447164864e-06,352.11,112.6,25.24,1.03,0.0263,1,Alice,POTENTIOSTAT-03
CAT-03-149,3,2025-03-13 08:00:00,68.0,34.6,-2.6,,,,20.71,98.4,25.06,1.11,0.025,0,Alice,POTENTIOSTAT-03
