sample_id,campaign,timestamp,Pt_percent,Ru_percent,Ir_percent,overpotential_V,tafel_slope_mV_dec,exchange_current_A_cm2,charge_transfer_resistance_Ohm_cm2,surface_area_m2_g,temperature_C,pH,replicate_std,measurement_quality,operator,instrument_id
CAT-01-038,1,2025-01-04 02:00:00,43.9,32.8,23.2,0.2589,30.0,9.55470850399638e-06,91.71,49.8,24.24,1.04,0.022,1,Alice,POTENTIOSTAT-01
CAT-01-039,1,2025-01-04 04:00:00,67.4,17.1,15.5,0.2456,30.0,2.2491356899801872e-05,36.22,76.2,25.77,0.9,0.0095,1,Charlie,POTENTIOSTAT-01
CAT-01-040,1,2025-01-04 06:00:00,57.6,31.8,10.5,0.2331,30.0,1.802650013428346e-05,54.85,114.7,25.9,1.0,0.0181,1,Bob,POTENTIOSTAT-01
CAT-01-041,1,2025-01-04 08:00:00,44.9,21.0,34.1,,,,14.74,65.3,24.69,1.0,0.0227,0,Bob,POTENTIOSTAT-01
CAT-01-042,1,2025-01-04 10:00:00,59.8,29.0,11.2,0.282,81.3,2.307492762469114e-05,35.81,80.6,24.81,0.88,0.0077,1,Alice,POTENTIOSTAT-01
CAT-01-043,1,2025-01-04 12:00:00,41.4,29.0,29.6,,,,47.05,43.3,25.14,1.15,0.0192,0,Alice,POTENTIOSTAT-01
CAT-01-044,1,2025-01-04 14:00:00,76.4,26.1,-2.4,0.2003,61.2,1.5609850157424967e-05,62.87,51.9,25.17,1.09,0.0114,1,Charlie,POTENTIOSTAT-01
CAT-01-045,1,2025-01-04 16:00:00,50.4,12.7,36.9,,,,87.17,118.9,25.33,0.98,0.0291,0,Alice,POTENTIOSTAT-01
CAT-01-046,1,2025-01-04 18:00:00,66.5,35.1,-1.6,,,,86.83,117.2,26.01,1.0,0.0171,0,Charlie,POTENTIOSTAT-01
CAT-01-047,1,2025-01-04 20:00:00,52.5,19.6,27.9,0.2484,30.0,3.164978130258065e-05,30.34,40.4,24.91,1.02,0.0251,1,Bob,POTENTIOSTAT-01
CAT-01-048,1,2025-01-04 22:00:00,60.8,15.6,23.6,,,,83.16,116.1,24.6,0.8,0.0188,0,Bob,POTENTIOSTAT-01
CAT-01-049,1,2025-01-05 00:00:00,61.9,11.2,26.9,0.2392,70.9,2.927034815834911e-05,29.45,91.1,24.31,0.98,0.0061,1,Charlie,POTENTIOSTAT-01
CAT-01-050,1,2025-01-05 02:00:00,47.4,27.7,24.9,,,,4.36,109.4,24.63,0.93,0.0208,0,Alice,POTENTIOSTAT-01
CAT-01-051,1,2025-01-05 04:00:00,78.8,30.3,-9.1,0.2639,30.0,5.1023826551843383e-05,22.43,76.4,24.98,0.9,0.0288,1,Bob,POTENTIOSTAT-01
CAT-01-052,1,2025-01-05 06:00:00,71.0,10.5,18.5,,,,79.58,81.2,25.9,0.97,0.02,0,Alice,POTENTIOSTAT-01
CAT-01-053,1,2025-01-05 08:00:00,77.6,25.4,-2.9,,,,8.61,79.1,24.74,1.18,0.0255,0,Bob,POTENTIOSTAT-01
CAT-01-054,1,2025-01-05 10:00:00,75.8,16.8,7.4,,,,62.95,93.3,25.11,1.06,0.0271,0,Charlie,POTENTIOSTAT-01
CAT-01-055,1,2025-01-05 12:00:00,63.9,29.4,6.7,,,,528.2,51.2,24.99,0.94,0.0107,0,Charlie,POTENTIOSTAT-01
CAT-01-056,1,2025-01-05 14:00:00,76.9,15.2,7.9,0.2306,31.1,6.835388012937225e-06,140.96,42.4,25.59,1.06,0.0103,1,Charlie,POTENTIOSTAT-01
CAT-01-057,1,2025-01-05 16:00:00,43.5,30.7,25.7,0.2801,44.4,2.0157342606535827e-06,401.92,64.6,26.26,1.14,0.0203,1,Bob,POTENTIOSTAT-01
CAT-01-058,1,2025-01-05 18:00:00,47.8,21.6,30.6,0.2748,30.0,1.1872947089386624e-05,72.64,96.4,24.73,1.09,0.0153,1,Alice,POTENTIOSTAT-01
CAT-01-059,1,2025-01-05 20:00:00,41.8,38.1,20.1,0.314,58.3,1.5179185711268232e-05,71.57,56.1,24.76,1.01,0.026,1,Alice,POTENTIOSTAT-01
CAT-01-060,1,2025-01-05 22:00:00,53.0,14.1,32.9,,,,8.61,93.9,25.52,0.94,0.0275,0,Alice,POTENTIOSTAT-01
CAT-01-061,1,2025-01-06 00:00:00,55.5,20.2,24.2,,,,26.21,117.6,25.34,1.07,0.0138,1,Bob,POTENTIOSTAT-01
CAT-01-062,1,2025-01-06 02:00:00,50.9,13.4,35.7,,,,58.74,47.5,25.92,1.04,0.0109,0,Bob,POTENTIOSTAT-01
CAT-01-063,1,2025-01-06 04:00:00,73.1,37.7,-10.9,,,,15.81,93.8,25.29,1.09,0.0245,0,Bob,POTENTIOSTAT-01
CAT-01-064,1,2025-01-06 06:00:00,54.3,36.3,9.4,,,,738.2,75.5,24.82,1.06,0.0119,0,Bob,POTENTIOSTAT-01
CAT-01-065,1,2025-01-06 08:00:00,51.2,17.7,31.0,0.2985,56.8,2.0933613951188863e-05,38.59,109.5,25.3,1.1,0.0256,1,Bob,POTENTIOSTAT-01
CAT-01-066,1,2025-01-06 10:00:00,61.7,29.8,8.5,,,,18.56,54.2,25.55,0.95,0.0156,0,Alice,POTENTIOSTAT-01
CAT-01-067,1,2025-01-06 12:00:00,45.6,34.5,19.8,,,,330.47,95.4,25.41,1.13,0.0217,0,Bob,POTENTIOSTAT-01
CAT-01-068,1,2025-01-06 14:00:00,72.1,26.7,1.3,0.2507,30.0,7.422580373140421e-05,11.74,107.0,25.25,1.02,0.0074,1,Bob,POTENTIOSTAT-01
CAT-01-069,1,2025-01-06 16:00:00,43.0,25.9,31.1,,,,52.02,115.6,25.53,1.21,0.0206,0,Alice,POTENTIOSTAT-01
CAT-01-070,1,2025-01-06 18:00:00,79.5,17.3,3.3,,,,65.03,94.7,25.58,0.93,0.0163,0,Bob,POTENTIOSTAT-01
CAT-01-071,1,2025-01-06 20:00:00,70.9,12.8,16.3,0.1884,37.9,5.490835336317157e-05,15.29,79.8,25.69,1.17,0.0197,1,Alice,POTENTIOSTAT-01
CAT-01-072,1,2025-01-06 22:00:00,47.9,36.9,15.1,0.2822,66.2,0.0002349074890660291,3.82,89.4,25.32,1.02,0.0092,1,Alice,POTENTIOSTAT-01
CAT-01-073,1,2025-01-07 00:00:00,40.2,37.0,22.8,0.3334,57.0,1.675474363528121e-05,64.99,109.5,24.92,0.93,0.0234,1,Charlie,POTENTIOSTAT-01
CAT-01-074,1,2025-01-07 02:00:00,72.6,29.0,-1.6,0.3329,52.6,3.047066757722298e-05,37.49,85.6,25.07,0.95,0.0266,1,Charlie,POTENTIOSTAT-01
CAT-01-075,1,2025-01-07 04:00:00,68.3,20.2,11.6,0.2454,77.9,1.2010860760839443e-05,94.26,42.4,25.6,0.97,0.0104,1,Charlie,POTENTIOSTAT-01
CAT-01-076,1,2025-01-07 06:00:00,69.2,20.5,10.4,,,,126.01,114.5,24.59,1.04,0.0074,1,Charlie,POTENTIOSTAT-01
CAT-01-077,1,2025-01-07 08:00:00,70.9,31.8,-2.6,0.2202,43.3,5.954265073912348e-05,17.92,95.2,25.18,1.05,0.0056,1,Bob,POTENTIOSTAT-01
CAT-01-078,1,2025-01-07 10:00:00,43.0,36.9,20.1,0.3022,42.7,5.855844337460494e-06,150.62,94.1,24.8,0.94,0.021,1,Charlie,POTENTIOSTAT-01
CAT-01-079,1,2025-01-07 12:00:00,54.3,36.6,9.0,,,,35.42,57.3,25.01,1.0,0.0202,0,Alice,POTENTIOSTAT-01
CAT-01-080,1,2025-01-07 14:00:00,44.6,33.4,22.0,0.2767,30.0,1.0179886815764347e-05,113.81,92.7,25.64,1.21,0.0187,1,Bob,POTENTIOSTAT-01
CAT-01-081,1,2025-01-07 16:00:00,74.5,29.3,-3.8,,,,20.43,71.5,25.1,1.17,0.0108,0,Charlie,POTENTIOSTAT-01
CAT-01-082,1,2025-01-07 18:00:00,64.9,12.5,22.5,0.2109,100.1,3.5077207558965264e-05,23.78,92.1,25.02,1.04,0.0148,1,Alice,POTENTIOSTAT-01
CAT-01-083,1,2025-01-07 20:00:00,53.2,14.8,31.9,0.2879,109.2,5.533697676115611e-05,15.96,48.5,24.32,1.0,0.0199,1,Bob,POTENTIOSTAT-01
CAT-01-084,1,2025-01-07 22:00:00,42.5,37.0,20.5,0.276,52.3,9.840048938002284e-06,82.38,92.6,25.37,1.01,0.0174,1,Bob,POTENTIOSTAT-01
CAT-01-085,1,2025-01-08 00:00:00,52.4,28.2,19.4,0.2647,76.9,1.366610223230533e-05,63.85,120.0,25.32,1.06,0.0297,1,Charlie,POTENTIOSTAT-01
CAT-01-086,1,2025-01-08 02:00:00,53.0,10.3,36.7,0.3978,68.9,6.1634471052416935e-06,167.64,43.9,26.08,0.9,0.0084,1,Bob,POTENTIOSTAT-01
CAT-01-087,1,2025-01-08 04:00:00,69.2,13.0,17.8,,,,81.12,118.2,24.85,0.97,0.0224,0,Alice,POTENTIOSTAT-01
CAT-01-088,1,2025-01-08 06:00:00,65.5,29.9,4.6,,,,32.8,72.6,25.11,0.83,0.0151,1,Bob,POTENTIOSTAT-01
CAT-01-089,1,2025-01-08 08:00:00,75.5,10.2,14.4,,,,22.14,109.7,25.12,1.04,0.0157,0,Alice,POTENTIOSTAT-01
CAT-01-090,1,2025-01-08 10:00:00,58.9,14.8,26.3,,,,134.14,102.6,25.79,1.06,0.0229,0,Bob,POTENTIOSTAT-01
CAT-01-091,1,2025-01-08 12:00:00,44.8,26.5,28.8,,,,18.1,85.4,24.95,0.95,0.0223,1,Charlie,POTENTIOSTAT-01
CAT-01-092,1,2025-01-08 14:00:00,68.5,30.8,0.7,0.2544,65.6,9.309930545578955e-05,10.22,99.1,25.14,1.16,0.0298,1,Alice,POTENTIOSTAT-01
CAT-01-093,1,2025-01-08 16:00:00,70.4,29.6,0.0,,,,31.14,110.3,25.3,0.88,0.0082,0,Bob,POTENTIOSTAT-01
CAT-01-094,1,2025-01-08 18:00:00,62.5,16.7,20.8,0.2308,30.0,0.00018913025558885065,4.8,72.3,25.09,0.85,0.0076,1,Bob,POTENTIOSTAT-01
CAT-01-095,1,2025-01-08 20:00:00,70.8,31.4,-2.2,0.2418,40.0,8.503648263063101e-06,123.44,66.2,24.78,1.02,0.0231,1,Bob,POTENTIOSTAT-01
CAT-01-096,1,2025-01-08 22:00:00,59.8,17.1,23.1,,,,196.12,93.4,25.1,1.1,0.0195,0,Alice,POTENTIOSTAT-01
CAT-01-097,1,2025-01-09 00:00:00,60.9,19.8,19.3,0.2465,110.1,2.615450029841817e-06,390.3,104.6,25.54,1.17,0.0119,1,Alice,POTENTIOSTAT-01
CAT-01-098,1,2025-01-09 02:00:00,57.1,32.4,10.5,,,,10.0,101.0,24.49,0.95,0.007,0,Alice,POTENTIOSTAT-01
CAT-01-099,1,2025-01-09 04:00:00,41.0,29.5,29.5,,,,31.72,103.8,25.07,1.11,0.0071,0,Charlie,POTENTIOSTAT-01
CAT-01-100,1,2025-01-09 06:00:00,44.3,35.5,20.2,0.2753,104.2,1.6654670447144244e-05,70.81,74.8,24.65,1.0,0.0274,1,Charlie,POTENTIOSTAT-01
CAT-01-101,1,2025-01-09 08:00:00,41.3,29.7,29.0,0.3395,62.7,1.823812294499802e-05,60.61,105.4,25.6,0.98,0.0098,1,Alice,POTENTIOSTAT-01
CAT-01-102,1,2025-01-09 10:00:00,65.5,27.0,7.5,0.2081,33.2,6.622575411500399e-06,129.26,49.6,24.24,1.09,0.0131,1,Bob,POTENTIOSTAT-01
CAT-01-103,1,2025-01-09 12:00:00,52.6,12.8,34.6,0.2527,105.2,0.0003291851134169125,3.49,83.6,24.72,1.07,0.0107,1,Charlie,POTENTIOSTAT-01
CAT-01-104,1,2025-01-09 14:00:00,60.3,21.0,18.6,0.2594,75.8,2.2170994598250956e-05,44.88,40.5,25.19,0.84,0.0139,1,Alice,POTENTIOSTAT-01
CAT-01-105,1,2025-01-09 16:00:00,76.3,18.0,5.7,,,,44.69,66.0,25.78,1.15,0.0067,0,Bob,POTENTIOSTAT-01
CAT-01-106,1,2025-01-09 18:00:00,50.0,17.3,32.7,0.2536,53.8,4.525083240989157e-05,24.75,69.3,24.97,1.14,0.018,1,Charlie,POTENTIOSTAT-01
CAT-01-107,1,2025-01-09 20:00:00,56.4,39.2,4.4,0.2729,33.5,3.1233438328435665e-05,31.06,71.7,24.72,0.94,0.0067,1,Bob,POTENTIOSTAT-01
CAT-01-108,1,2025-01-09 22:00:00,70.2,21.8,8.0,,,,27.0,95.6,25.94,1.04,0.025,0,Bob,POTENTIOSTAT-01
CAT-01-109,1,2025-01-10 00:00:00,49.2,36.8,14.1,,,,130.32,71.1,24.28,1.05,0.0108,0,Bob,POTENTIOSTAT-01
CAT-01-110,1,2025-01-10 02:00:00,43.1,28.9,28.0,,,,39.8,75.9,23.9,1.03,0.0185,0,Bob,POTENTIOSTAT-01
CAT-01-111,1,2025-01-10 04:00:00,51.6,33.8,14.6,0.2896,30.0,0.00014512415003748897,7.26,59.0,25.22,0.94,0.027,1,Charlie,POTENTIOSTAT-01
CAT-01-112,1,2025-01-10 06:00:00,46.4,25.1,28.5,,,,10.48,69.9,24.75,0.93,0.0213,0,Charlie,POTENTIOSTAT-01
CAT-01-113,1,2025-01-10 08:00:00,77.2,27.3,-4.5,0.2391,39.9,0.00013132036226423668,6.52,58.2,24.49,1.0,0.0183,1,Charlie,POTENTIOSTAT-01
CAT-01-114,1,2025-01-10 10:00:00,72.3,24.8,2.9,0.2393,44.8,1.1638282951431402e-05,97.43,45.9,25.35,1.12,0.0131,1,Alice,POTENTIOSTAT-01
CAT-01-115,1,2025-01-10 12:00:00,65.3,15.9,18.8,0.2532,41.8,6.291783059083225e-06,189.73,88.3,25.12,1.05,0.0133,1,Charlie,POTENTIOSTAT-01
CAT-01-116,1,2025-01-10 14:00:00,74.9,31.7,-6.5,,,,56.22,93.5,24.72,0.96,0.0217,0,Bob,POTENTIOSTAT-01
CAT-01-117,1,2025-01-10 16:00:00,72.1,18.4,9.4,0.36,60.6,2.5395226673779207e-05,34.21,89.6,24.36,1.08,0.0299,1,Charlie,POTENTIOSTAT-01
CAT-01-118,1,2025-01-10 18:00:00,47.5,10.7,41.8,0.2578,34.6,6.785047983289874e-05,13.4,77.1,25.44,0.72,0.0215,1,Bob,POTENTIOSTAT-01
CAT-01-119,1,2025-01-10 20:00:00,75.7,29.4,-5.1,0.2474,67.6,2.877641190249282e-06,280.56,70.4,25.33,1.11,0.0189,1,Alice,POTENTIOSTAT-01
CAT-01-120,1,2025-01-10 22:00:00,61.6,15.3,23.1,0.2566,58.1,0.00011259369635581627,10.35,109.1,24.95,0.83,0.0233,1,Bob,POTENTIOSTAT-01
